version,ihl,tos,len,ip_flags,frag,ttl,proto,ip_options,time,sport,dport,dataofs,reserved,tcp_udp_flags,window,urgptr,tcp_udp_options,land,time_diff,payload,std_dev_payload,Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP
4,5,0,68,DF,0,64,6,0,1592203465.629740,52590,1885,8,0,PA,502,0,3,0,1.001898,7,2.948110924760355,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,55.08049,55.08049,0.992886,1.006225,0.0021783411954136946,4592.0,82.0,82.0,0.0,56.0,896.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203466.632327,52590,1885,8,0,PA,502,0,3,0,1.002587,7,2.930827880670529,0.0,0.0,0.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,56.083077,56.083077,0.992886,1.006225,0.002163662769817308,4674.0,82.0,82.0,0.0,57.0,912.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203467.634514,52590,1885,8,0,PA,502,0,3,0,1.002187,9,2.9137254363387344,0.0,0.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,57.085264,57.085264,0.992886,1.006225,0.002146280906580002,4756.0,82.0,82.0,0.0,58.0,928.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203468.635435,52590,1885,8,0,PA,502,0,3,0,1.000921,9,2.9289314743451516,0.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,58.086185,58.086185,0.992886,1.006225,0.0021287092821247323,4838.0,82.0,82.0,0.0,59.0,944.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203469.636942,52590,1885,8,0,PA,502,0,3,0,1.001507,5,2.942169518303661,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,59.087692,59.087692,0.992886,1.006225,0.0021102803315513133,4920.0,82.0,82.0,0.0,60.0,960.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203470.637557,52590,1885,8,0,PA,502,0,3,0,1.000615,9,2.9176182767932226,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,60.088307,60.088307,0.992886,1.006225,0.0020953416378668493,5002.0,82.0,82.0,0.0,61.0,976.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203471.640549,52590,1885,8,0,PA,502,0,3,0,1.002992,3,2.9295430056959773,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,61.091299,61.091299,0.992886,1.006225,0.00208690404941756,5084.0,82.0,82.0,0.0,62.0,992.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203472.641713,52590,1885,8,0,PA,502,0,3,0,1.001164,2,2.9222662236271733,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0,0.0,0.0,62.092463,62.092463,0.992886,1.006225,0.0020701588514605044,5166.0,82.0,82.0,0.0,63.0,1008.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203473.675098,52590,1885,8,0,PA,502,0,3,0,1.033385,7,2.9305612749192247,0.0,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,63.125848,63.125848,0.992886,1.033385,0.004512488990728847,5248.0,82.0,82.0,0.0,64.0,1024.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203474.646453,52590,1885,8,0,PA,502,0,3,0,0.971355,4,2.914330670193075,0.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,0.0,0.0,64.097203,64.097203,0.971355,1.033385,0.00589158036086766,5330.0,82.0,82.0,0.0,65.0,1040.0,16.0,16.0,0.0,0.0
